date,S,K,T,r,sigma,option_type,asset_class,price,delta,gamma,vega,rho,theta,error,validations_result,validations_details,gamma_positive
2025-09-01,1.1248357076505615,1.147030624828063,0.3964354168406294,0.0162397808134481,2.5,call,FX,0.6365595384731924,0.7819263874706273,0.1663861095552395,0.208644870174284,0.0963255536597197,-0.6618237989102227,,passed,[],True
2025-09-02,98.61735698828817,105.8396217259846,1.2421185223120967,0.0383229031118418,0.1645209030420498,call,Equity,6.194215842046894,0.4863699141195526,0.0220495906765798,43.82191703447678,51.88366282443516,-4.502906256377286,,passed,[],True
2025-09-03,95.30525614065049,89.27061328437183,0.6780602616231216,0.0309902572652895,0.1954562418017751,call,Equity,10.62791943879855,0.7315330252523742,0.0214942206752298,25.8745762462224,40.06727445272818,-5.560521788776798,,passed,[],True
2025-09-04,105.42560043585964,101.02364178623324,-0.1,0.0155797544260816,0.2579862546605289,call,Equity,,,,,,,T and sigma must be positive,failed,"['Price nan is not positive', 'Delta nan outside [0, 1]', 'Gamma nan is negative', 'Vega nan is negative']",False
2025-09-05,1.0545987962239396,1.114748041343355,0.4793801861008835,0.0305693775365444,0.0956069984217035,call,FX,0.0116939548447592,0.2797909541461284,4.82025408610321,0.2457051375416986,0.1358435206460905,-0.0331641099862955,,passed,[],True
2025-09-06,1.0293848149332354,0.9360094033401812,1.2543352186127328,0.0168209649474916,0.1092414568862042,put,FX,0.0108738462898151,-0.1560442529035481,1.9004365413758637,0.2759370309454523,-0.2151227932227703,-0.0091309791039175,,passed,[],True
2025-09-07,1.0699680655040598,1.0571610814043235,0.3318726462050798,0.0298070764044508,0.1184233026512156,put,FX,0.018667967319876,-0.3610628629257937,5.1304423907096846,0.2308368152679245,-0.134406331011611,-0.0291134848006801,,passed,[],True
2025-09-08,97.08306250206724,105.03067813774436,0.5916819650400321,0.0365008913741592,0.1585971302788046,call,Equity,2.530772523670297,0.3420170673845049,0.0310072446758141,27.42418742635471,18.148833570016453,-4.795054578922099,,passed,[],True
2025-09-09,51.04431797502378,47.82704009891038,1.9422107927526613,0.0410053129344445,0.4186841117373118,put,Commodity,7.811372463820424,-0.2946636503490607,0.0115784960578388,24.53182210021667,-44.3839400537036,-1.707108586704253,,passed,[],True
2025-09-10,40.201649380601125,43.37619152215394,1.2360099597410616,0.0468749694009246,,call,Commodity,,,,,,,,failed,"['Price nan is not positive', 'Delta nan outside [0, 1]', 'Gamma nan is negative', 'Vega nan is negative']",False
2025-09-11,49.4217585880588,47.16169199753952,1.6746012673886657,0.0242701330677435,0.3554709158757928,put,Commodity,6.697002725806286,-0.3372016678593635,0.0160659647399702,23.35923888980794,-39.12220586965962,-1.9122545415207852,,passed,[],True
2025-09-12,96.98896304410712,97.81717281041982,0.367756027452049,0.0420878792301615,0.2202336274218451,put,Equity,4.815827456058145,-0.4526360565084428,0.0305808099909861,23.2989874818296,-17.91579725469294,-4.926016755111863,,passed,[],True
2025-09-13,46.61538999847021,49.556461501849526,1.4430289533104723,0.0391602867216394,0.2022088468494409,call,Commodity,4.408423541955813,0.5407078005661119,0.0350488880337153,22.223276284533732,30.01050208050952,-2.371464130112212,,passed,[],True
2025-09-14,1.1305838144420437,1.0342681699571512,0.7810848842341179,0.0146347623810051,0.1271270346685945,put,FX,0.0122490297415379,-0.1709503586891088,1.999277370893134,0.2537550699559318,-0.1605307042904217,-0.0176424308725113,,passed,[],True
2025-09-15,1.1165631715701785,1.0191002370481868,-0.1,0.0230073328810698,0.0830898024852649,call,FX,,,,,,,T and sigma must be positive,failed,"['Price nan is not positive', 'Delta nan outside [0, 1]', 'Gamma nan is negative', 'Vega nan is negative']",False
2025-09-16,54.8777256356118,56.38749387004378,1.7857042108950203,0.0288885970064779,0.4918424713352256,call,Commodity,14.635655696560285,0.6427504770509509,0.0103448340107296,27.36221716516625,36.85162893423847,-4.364408206928342,,passed,[],True
2025-09-17,103.61636025047636,104.88622428617649,1.5648376419136658,0.0297518238545756,0.3401962621542244,put,Equity,15.469080593549144,-0.3845474993459824,0.0086657168631734,49.529048233923376,-86.55820050685091,-3.7381093394559146,,passed,[],True
2025-09-18,1.067744012269744,1.0522704835131795,0.1482963408137808,0.0143156570797321,0.1022732829381994,put,FX,0.009260863291135,-0.3284335240297094,8.595301917811444,0.1486236960942666,-0.0533783472526085,-0.0460966906446992,,passed,[],True
2025-09-19,50.43523534119085,50.52168830637655,1.8243763004595768,0.0199716891659549,0.3257423924305306,call,Commodity,9.519000488429311,0.61749544893609,0.0171926606691254,25.98961814399156,39.45127602836623,-2.7521015357763003,,passed,[],True
2025-09-20,1.0850496324767067,1.1405067662677344,0.5347165144340826,0.0130791963931517,0.0910382923035629,call,FX,0.0115824733279502,0.2707863450100896,4.584145472036519,0.262727358411814,0.1509152613726905,-0.0260567515528897,,passed,[],True
2025-09-21,91.91506397106812,97.57924485075876,1.3034671373698046,0.0448584236075087,0.3824244130856432,call,Equity,15.833316109922691,0.5852190455808297,0.0097132702613139,40.905768429238805,49.47587145577752,-7.703371687651236,,passed,[],True
2025-09-22,47.491214782077314,44.51418105156189,1.7958620971309578,0.031573689676626,0.5214688307596458,put,Commodity,9.69474057350711,-0.3004220922688935,0.0104831888419398,22.142227350580264,-43.03271817685584,-2.458172607382004,,passed,[],True
2025-09-23,1.0648973453061326,1.049372800829054,1.6542280552527369,0.0444292233302537,0.0727935162541941,call,FX,0.0987452675938745,0.8385894891824855,2.454450122742306,0.3351643205840025,1.3138978502926837,-0.0426630146362377,,passed,[],True
2025-09-24,96.72337853402232,96.93128161710824,0.8930809059826801,0.0188843124188292,0.1517380326327976,call,Equity,6.223550459911145,0.5691997279098724,0.0283294999375679,35.91592679303083,43.61036441376936,-3.9732769544134334,,passed,[],True
2025-09-25,48.28642741736616,46.57904765924957,1.0857021813123957,0.0381207583558071,0.5771638815650076,put,Commodity,9.277822483725464,-0.3338250412672212,0.012528426536212,18.304443728175823,-27.5736229308941,-3.897205469518057,,passed,[],True
2025-09-26,91.9772273077838,100.6558688802169,1.9286498603900115,0.0200712918330145,0.2409074005948235,put,Equity,15.116840552757132,-0.4946223291424187,0.0129632368618427,50.95392166678972,-116.89707065330172,-1.9657861531982124,,passed,[],True
2025-09-27,40.40614392350479,36.66362139189552,1.258172234561804,0.0301071609291544,0.313936197750987,put,Commodity,3.1175499864566163,-0.2878555881001372,0.0239737756806125,15.460115749255213,-18.556385093166217,-1.4847449768615817,,passed,[],True
